Id_empl,Name,Last_Name,birth_date,Gender,area,salary,Start_date,finish_date,promotion_date,type,Age,Email
13-9015542,Nickola,Scardafield,1987-10-23,male,Support,118449,2007-02-02,2018-07-09,,Remote,36,Nickola_Sc.R@genericcompany.com
13-9092380,Birdie,Alyoshin,1979-11-19,female,"Human Resources",174026,2010-03-13,2016-11-07,,Hybrid,44,Birdie_Al.H@genericcompany.com
13-9163509,Forbes,Smalridge,1981-01-25,female,Training,141271,2013-04-13,2014-11-09,,Remote,43,Forbes_Sm.R@genericcompany.com
13-9552577,Gratiana,Peter,1987-07-23,male,Engineering,140443,2018-03-24,2024-02-22,,Hybrid,37,Gratiana_Pe.H@genericcompany.com
13-9725683,Colly,Clint,1966-08-18,female,Accounting,107188,2003-09-26,2011-03-06,,Remote,58,Colly_Cl.R@genericcompany.com
13-9804530,Etienne,McLae,1976-04-26,female,Training,179894,2006-11-15,2013-04-27,,Remote,48,Etienne_Mc.R@genericcompany.com
14-0077264,Cinda,Brinicombe,1986-03-29,female,Services,133980,2014-01-29,2023-10-31,,Remote,38,Cinda_Br.R@genericcompany.com
14-0363262,Barrie,Rickson,1972-07-31,male,Accounting,141793,2006-11-26,2012-11-18,,Hybrid,52,Barrie_Ri.H@genericcompany.com
14-0534107,Oran,Erdely,1978-02-20,male,Sales,180077,2009-08-15,2016-03-01,,Remote,46,Oran_Er.R@genericcompany.com
14-0755742,Caitlin,O'Ferris,1994-06-14,female,"Human Resources",90722,2006-01-20,2007-02-28,,Remote,30,Caitlin_O'.R@genericcompany.com
14-0891098,Morten,Wilmore,1988-08-16,female,Support,90524,2002-01-17,2006-05-16,,Hybrid,36,Morten_Wi.H@genericcompany.com
14-0993416,Baxter,Hayfield,1975-07-28,male,Services,110800,2011-04-08,2018-06-19,,Hybrid,49,Baxter_Ha.H@genericcompany.com
14-1029480,Danella,Ramsay,1977-09-12,male,"Product Management",163174,2008-08-15,2010-07-20,,Hybrid,47,Danella_Ra.H@genericcompany.com
14-1900052,Olimpia,Dilloway,1976-06-01,male,Accounting,71568,2001-12-06,2022-12-05,,Hybrid,48,Olimpia_Di.H@genericcompany.com
14-1969604,Kristine,Meads,1975-02-23,male,Accounting,178057,2001-12-14,2014-03-09,,Remote,49,Kristine_Me.R@genericcompany.com
14-1994668,Randal,Oxnam,1994-08-29,female,"Human Resources",154539,2004-03-07,2019-07-18,,Hybrid,30,Randal_Ox.H@genericcompany.com
14-2329525,Warner,Colleer,1989-02-22,male,Engineering,140456,2012-04-05,2021-05-26,,Remote,35,Warner_Co.R@genericcompany.com
14-2511312,Sax,"Mc Kellen",1995-10-06,male,Engineering,69727,2017-01-27,2023-02-11,,Remote,28,Sax_Mc.R@genericcompany.com
14-3033094,Melita,Whitty,1970-03-01,female,Training,65562,2014-02-09,2020-03-22,,Remote,54,Melita_Wh.R@genericcompany.com
14-3324414,Ambros,Dennick,2002-01-20,male,Engineering,134984,2004-07-24,2013-11-09,,Hybrid,22,Ambros_De.H@genericcompany.com
14-3665916,Emery,Kershaw,1999-06-16,male,"Human Resources",143900,2013-09-14,2019-03-26,,Hybrid,25,Emery_Ke.H@genericcompany.com
14-4066176,Roselia,Falkinder,1969-08-21,female,Sales,163151,2016-08-16,2018-07-31,,Hybrid,55,Roselia_Fa.H@genericcompany.com
14-4092604,Janot,Glauber,1982-05-13,female,Accounting,147295,2016-12-12,2024-06-16,,Remote,42,Janot_Gl.R@genericcompany.com
14-4676687,Ilyse,Style,1994-05-03,male,Training,81455,2006-08-06,2023-02-07,,Hybrid,30,Ilyse_St.H@genericcompany.com
14-4726502,Olympia,Dowson,1978-02-25,female,Services,80903,2005-08-29,2010-04-20,,Hybrid,46,Olympia_Do.H@genericcompany.com
14-5128852,Millicent,Reye,1992-05-04,male,Training,93318,2013-11-30,2018-06-21,,Remote,32,Millicent_Re.R@genericcompany.com
14-5411954,Deloris,Borghese,1973-10-28,male,Accounting,184188,2007-04-30,2024-07-21,,Remote,50,Deloris_Bo.R@genericcompany.com
14-5463144,Brunhilde,Goldsbury,1979-09-30,female,Engineering,100012,2011-05-14,2014-06-11,,Remote,44,Brunhilde_Go.R@genericcompany.com
14-5705210,Whitby,Eadmeads,1983-08-14,female,Accounting,124476,2004-09-08,2005-09-17,,Remote,41,Whitby_Ea.R@genericcompany.com
14-5819228,Laney,Moxom,1973-05-09,female,Services,88995,2009-05-05,2012-05-11,,Hybrid,51,Laney_Mo.H@genericcompany.com
14-5995265,Inglebert,O'Flaherty,1997-10-07,male,Auditing,92374,2007-12-21,2015-07-10,,Remote,26,Inglebert_O'.R@genericcompany.com
14-6255137,Barrett,Byard,1974-08-27,female,Training,181455,2006-10-21,2010-07-25,,Hybrid,50,Barrett_By.H@genericcompany.com
14-6417595,Rayna,Foster-Smith,1975-01-20,male,Engineering,165279,2005-05-04,2013-05-21,,Remote,49,Rayna_Fo.R@genericcompany.com
14-6779341,Maurene,Unsworth,1995-01-12,female,Accounting,183704,2017-04-02,2019-04-13,,Remote,29,Maurene_Un.R@genericcompany.com
14-7706286,Cecil,Christauffour,1996-12-23,female,Training,158440,2013-05-05,2014-12-31,,Hybrid,27,Cecil_Ch.H@genericcompany.com
14-8055341,Philipa,Cargill,1994-01-15,male,Engineering,97234,2018-06-17,2020-01-02,,Remote,30,Philipa_Ca.R@genericcompany.com
14-8106853,Derby,Skeldon,1982-03-18,female,Engineering,133497,2004-05-29,2016-06-23,,Hybrid,42,Derby_Sk.H@genericcompany.com
14-8133776,Earlie,Dingsdale,1994-03-08,male,Accounting,149456,2014-11-19,2022-08-01,,Hybrid,30,Earlie_Di.H@genericcompany.com
14-8617562,Margy,Hinks,1973-03-10,male,Engineering,174068,2015-12-21,2022-05-30,,Hybrid,51,Margy_Hi.H@genericcompany.com
14-9146982,Alejandrina,Fayer,1990-08-14,female,Engineering,102130,2017-01-22,2018-10-31,,Hybrid,34,Alejandrina_Fa.H@genericcompany.com
15-0923956,Debor,Barabisch,1975-04-03,male,Accounting,178621,2018-10-10,2022-12-14,,Hybrid,49,Debor_Ba.H@genericcompany.com
15-0972538,Stanford,Haresign,1997-01-06,male,"Business Development",122925,2011-04-25,2013-08-25,,Remote,27,Stanford_Ha.R@genericcompany.com
15-1308488,Dudley,Ambrosch,1981-02-07,male,Accounting,82639,2009-08-25,2020-04-26,,Hybrid,43,Dudley_Am.H@genericcompany.com
15-1434916,Clementius,Senchenko,1966-09-30,female,"Business Development",138642,2006-08-28,2006-11-08,,Hybrid,57,Clementius_Se.H@genericcompany.com
15-2307956,Eugenie,Maplethorp,1998-12-16,female,Services,115830,2012-02-13,2020-03-12,,Remote,25,Eugenie_Ma.R@genericcompany.com
15-2408026,Cordie,Ellick,1976-09-10,male,Accounting,135413,2012-05-13,2016-03-27,,Hybrid,48,Cordie_El.H@genericcompany.com
15-2963580,Gareth,Meier,1965-11-29,male,Engineering,127601,2015-02-04,2024-09-11,,Hybrid,58,Gareth_Me.H@genericcompany.com
15-3086131,Jerrilyn,Gritton,2000-09-17,male,Training,80925,2005-05-27,2020-03-15,,Hybrid,24,Jerrilyn_Gr.H@genericcompany.com
15-3230609,Neale,Hampstead,1974-08-09,female,Engineering,166569,2008-06-04,2010-03-08,,Remote,50,Neale_Ha.R@genericcompany.com
15-3479299,Codie,Brawson,1969-09-13,female,Engineering,87020,2009-01-19,2012-03-18,,Remote,55,Codie_Br.R@genericcompany.com
15-3606920,Josie,Dailly,2001-10-05,female,Support,115765,2012-06-18,2014-05-20,,Remote,22,Josie_Da.R@genericcompany.com
15-3844870,Korrie,Jarrette,1971-12-24,male,Accounting,99826,2013-10-06,2013-11-16,,Remote,52,Korrie_Ja.R@genericcompany.com
15-3989131,Laughton,Bax,1987-03-26,male,Engineering,140168,2018-09-25,2021-02-28,,Hybrid,37,Laughton_Ba.H@genericcompany.com
15-3991240,Chick,Dray,1986-08-21,male,Engineering,115405,2002-08-27,2006-10-28,,Hybrid,38,Chick_Dr.H@genericcompany.com
15-4378238,Sande,Potten,1970-06-16,male,Training,135144,2002-08-14,2022-09-28,,Hybrid,54,Sande_Po.H@genericcompany.com
15-5750613,Christie,Bittleson,1978-04-06,female,Engineering,80026,2010-07-19,2012-10-11,,Remote,46,Christie_Bi.R@genericcompany.com
15-5803210,Tanner,Itzakovitz,1999-03-04,male,Accounting,82441,2002-09-02,2021-12-01,,Remote,25,Tanner_It.R@genericcompany.com
15-6337014,Sebastiano,Wittrington,1990-12-07,female,Services,112621,2011-02-28,2018-10-15,,Remote,33,Sebastiano_Wi.R@genericcompany.com
15-6501266,Conrad,Bridell,1980-06-15,male,"Business Development",154016,2005-04-06,2009-09-10,,Hybrid,44,Conrad_Br.H@genericcompany.com
15-7069160,Gus,Vassel,1985-10-21,male,"Business Development",152294,2001-07-20,2022-06-18,,Remote,38,Gus_Va.R@genericcompany.com
15-7465338,Fedora,Koenraad,1999-06-15,female,Legal,99244,2011-10-22,2022-03-12,,Hybrid,25,Fedora_Ko.H@genericcompany.com
15-7805235,Nickola,Marieton,1977-03-27,female,Engineering,154784,2006-04-09,2007-07-05,,Remote,47,Nickola_Ma.R@genericcompany.com
15-7875021,Tod,Crouse,1985-02-24,female,Sales,81535,2002-11-02,2023-11-23,,Hybrid,39,Tod_Cr.H@genericcompany.com
15-7988835,Carilyn,Andrei,1992-02-05,male,Engineering,148846,2007-12-14,2015-05-12,,Remote,32,Carilyn_An.R@genericcompany.com
15-8655612,Eberto,Kern,1971-07-22,male,Services,85079,2014-12-24,2018-05-19,,Hybrid,53,Eberto_Ke.H@genericcompany.com
15-8711329,Giselle,Ashcroft,1994-07-03,male,Accounting,158711,2009-09-24,2020-06-04,,Hybrid,30,Giselle_As.H@genericcompany.com
15-9589281,Carny,Bumpus,1985-12-23,male,Legal,174369,2012-03-17,2023-06-19,,Remote,38,Carny_Bu.R@genericcompany.com
15-9910694,Jocelyne,Stallworth,1987-10-28,male,Accounting,100970,2008-11-03,2016-05-24,,Hybrid,36,Jocelyne_St.H@genericcompany.com
15-9926989,Rubi,Pear,1973-04-15,male,Training,132523,2019-05-05,2023-08-16,,Remote,51,Rubi_Pe.R@genericcompany.com
16-0096448,Ameline,Clethro,1989-08-17,male,Engineering,157163,2018-10-06,2024-08-09,,Hybrid,35,Ameline_Cl.H@genericcompany.com
16-0237927,Linea,Manueli,2001-04-05,female,Engineering,140017,2001-08-18,2022-02-04,,Remote,23,Linea_Ma.R@genericcompany.com
16-1015461,Liuka,Elsdon,1975-12-02,male,"Research and Development",142217,2005-01-23,2005-08-20,,Hybrid,48,Liuka_El.H@genericcompany.com
16-1219718,Chandra,Beaufoy,1975-02-09,female,Training,127152,2020-04-28,2022-06-03,,Hybrid,49,Chandra_Be.H@genericcompany.com
16-1690323,Claiborne,Butrimovich,1983-12-23,male,Legal,88892,2019-09-30,2020-11-27,,Remote,40,Claiborne_Bu.R@genericcompany.com
16-1727232,Jennifer,Raffan,1982-01-15,female,"Human Resources",68661,2010-07-10,2011-01-08,,Remote,42,Jennifer_Ra.R@genericcompany.com
16-2386879,Tuesday,Sheron,1976-07-08,female,Accounting,85275,2015-03-26,2018-09-25,,Remote,48,Tuesday_Sh.R@genericcompany.com
16-2682731,Ashbey,Dubique,1990-11-06,female,Training,136291,2012-04-27,2022-09-20,,Hybrid,33,Ashbey_Du.H@genericcompany.com
16-3222865,Ann-marie,Thorogood,1971-04-18,female,Sales,108234,2017-02-24,2019-12-12,,Hybrid,53,Ann-marie_Th.H@genericcompany.com
16-3989148,Maitilde,Rontree,1988-06-23,male,Accounting,100236,2004-05-08,2012-12-12,,Remote,36,Maitilde_Ro.R@genericcompany.com
16-4315794,Gina,Killik,2002-08-20,female,Accounting,68890,2010-11-30,2021-06-28,,Remote,22,Gina_Ki.R@genericcompany.com
16-4344623,Ernest,Sherburn,1986-08-06,male,Sales,136005,2003-11-17,2008-01-21,,Remote,38,Ernest_Sh.R@genericcompany.com
16-4585798,Tallia,Sausman,1991-01-29,male,Engineering,175388,2007-06-10,2021-01-18,,Hybrid,33,Tallia_Sa.H@genericcompany.com
16-4785995,Brigitte,Beaumont,1998-07-20,male,Support,137231,2016-01-12,2024-02-13,,Remote,26,Brigitte_Be.R@genericcompany.com
16-4834812,Elmore,Egell,1983-01-29,male,Sales,82436,2001-09-07,2016-11-17,,Hybrid,41,Elmore_Eg.H@genericcompany.com
16-5259714,Brendon,Crampsy,1983-07-23,female,Engineering,92067,2015-10-20,2017-01-09,,Remote,41,Brendon_Cr.R@genericcompany.com
16-5264962,Fidelio,Westgate,1996-01-18,female,Engineering,67688,2001-10-25,2002-06-14,,Remote,28,Fidelio_We.R@genericcompany.com
16-5576367,Corbet,Roarty,1994-11-21,female,"Research and Development",172198,2005-03-10,2018-04-30,,Remote,29,Corbet_Ro.R@genericcompany.com
16-5630576,Bale,Semaine,1988-11-28,male,Engineering,125566,2012-06-10,2016-05-04,,Remote,35,Bale_Se.R@genericcompany.com
16-6529859,Howie,Biever,1994-01-15,male,Sales,133970,2006-07-10,2023-10-22,,Hybrid,30,Howie_Bi.H@genericcompany.com
16-7137333,Barbara-anne,Ronaghan,1988-09-23,male,Engineering,128737,2009-08-22,2021-04-05,,Hybrid,35,Barbara-anne_Ro.H@genericcompany.com
16-8058414,Murdoch,Pauley,1978-04-29,female,Engineering,126543,2020-01-26,2021-11-15,,Remote,46,Murdoch_Pa.R@genericcompany.com
16-8256765,Gretta,Bariball,1981-03-08,male,"Product Management",129644,2005-07-05,2024-06-26,,Hybrid,43,Gretta_Ba.H@genericcompany.com
16-8635858,Felisha,Schneidau,1979-06-12,female,Engineering,131533,2012-02-29,2019-12-28,,Remote,45,Felisha_Sc.R@genericcompany.com
16-8976598,Gertie,Fillan,1988-10-26,female,Accounting,108074,2001-04-19,2008-08-11,,Hybrid,35,Gertie_Fi.H@genericcompany.com
16-9597555,Adolpho,Dosdale,1978-06-29,female,Training,127750,2006-01-30,2019-11-13,,Hybrid,46,Adolpho_Do.H@genericcompany.com
17-1220615,Abagael,Wadeling,1978-06-08,male,Accounting,179857,2013-11-15,2024-03-04,"January 5, 2020",Remote,46,Abagael_Wa.R@genericcompany.com
17-1361942,Bart,Hoston,1997-11-22,female,Support,154219,2012-01-10,2022-09-12,,Hybrid,26,Bart_Ho.H@genericcompany.com
17-1399193,Sollie,McDade,1987-07-26,female,Engineering,120381,2007-02-21,2010-07-21,,Remote,37,Sollie_Mc.R@genericcompany.com
17-1616440,Davita,Tomkinson,1972-10-15,male,"Business Development",68303,2006-02-04,2010-01-19,,Hybrid,51,Davita_To.H@genericcompany.com
17-1872804,Karisa,Gierek,1967-07-30,male,"Research and Development",67843,2008-12-17,2023-11-03,,Hybrid,57,Karisa_Gi.H@genericcompany.com
17-2279350,Aprilette,MacNeilly,1993-10-13,female,"Research and Development",76769,2002-11-04,2010-09-22,,Hybrid,30,Aprilette_Ma.H@genericcompany.com
17-2486648,Patsy,Russam,1999-04-10,female,Accounting,119468,2004-04-18,2019-02-28,,Hybrid,25,Patsy_Ru.H@genericcompany.com
17-3528012,Aeriell,Champniss,1987-09-26,female,Training,158674,2007-12-02,2008-07-20,,Hybrid,36,Aeriell_Ch.H@genericcompany.com
17-3661417,Oliy,Ham,1989-06-18,male,Accounting,146380,2003-10-25,2012-09-17,,Remote,35,Oliy_Ha.R@genericcompany.com
17-4082357,Marillin,Tidball,1980-02-03,female,"Human Resources",157103,2002-12-27,2022-06-22,,Hybrid,44,Marillin_Ti.H@genericcompany.com
17-4641036,Roxine,Caulton,1991-03-30,female,Engineering,113082,2001-01-08,2017-11-06,,Remote,33,Roxine_Ca.R@genericcompany.com
17-4901852,Ezekiel,Stollsteiner,1994-03-24,female,Services,157421,2014-10-04,2015-08-03,,Remote,30,Ezekiel_St.R@genericcompany.com
17-5133642,Madalyn,Blucher,1989-01-31,male,Sales,127630,2013-06-24,2018-11-29,,Hybrid,35,Madalyn_Bl.H@genericcompany.com
17-5266405,Cris,Elcott,1993-07-08,male,Training,67832,2019-10-16,2022-03-02,,Hybrid,31,Cris_El.H@genericcompany.com
17-5342636,Artemas,Gillmor,1989-08-03,male,Engineering,83375,2007-01-03,2018-01-25,,Hybrid,35,Artemas_Gi.H@genericcompany.com
17-5805390,Shelby,Meth,1985-01-07,male,Engineering,147350,2001-10-28,2003-07-25,,Hybrid,39,Shelby_Me.H@genericcompany.com
17-6633081,Carmine,Penquet,1997-09-10,female,"Business Development",173675,2002-12-29,2005-02-04,,Remote,27,Carmine_Pe.R@genericcompany.com
17-6646642,Georgiana,Ohrt,1987-02-25,female,Sales,102994,2009-01-12,2009-04-06,,Hybrid,37,Georgiana_Oh.H@genericcompany.com
17-6725014,Starr,Huckabe,1995-08-21,female,"Human Resources",141080,2011-11-14,2015-06-26,,Hybrid,29,Starr_Hu.H@genericcompany.com
17-6781789,Claudio,Gathercole,2000-07-23,female,Accounting,138040,2002-09-28,2014-03-30,,Hybrid,24,Claudio_Ga.H@genericcompany.com
17-6893557,Aubrie,Anders,1999-07-21,male,Services,105363,2001-02-23,2008-08-02,,Remote,25,Aubrie_An.R@genericcompany.com
17-6957319,Micah,Baylie,1973-09-10,female,Training,132128,2005-02-11,2019-04-18,,Hybrid,51,Micah_Ba.H@genericcompany.com
17-7054660,Rutherford,D'Orsay,1993-04-25,female,Support,98694,2015-09-30,2017-09-23,,Remote,31,Rutherford_D'.R@genericcompany.com
17-7188503,Harlene,Farmiloe,1994-06-09,male,Accounting,158225,2014-08-23,2016-11-04,,Hybrid,30,Harlene_Fa.H@genericcompany.com
17-7577364,Mozelle,Bruhnke,1991-07-11,female,"Human Resources",110062,2002-01-05,2018-07-27,,Remote,33,Mozelle_Br.R@genericcompany.com
17-7798953,Mufinella,Spire,1972-02-14,male,Engineering,120915,2014-03-31,2015-11-03,,Hybrid,52,Mufinella_Sp.H@genericcompany.com
17-8688825,Abbie,Giacoboni,1975-08-23,female,"Research and Development",98046,2014-08-20,2023-03-03,,Remote,49,Abbie_Gi.R@genericcompany.com
17-8821992,Brewster,Illwell,1975-12-01,male,"Business Development",103964,2005-08-24,2008-05-12,,Remote,48,Brewster_Il.R@genericcompany.com
18-1012979,Fleming,Matejka,1992-01-20,male,Engineering,144507,2006-11-10,2024-04-20,,Remote,32,Fleming_Ma.R@genericcompany.com
18-1279565,Valdemar,Libermore,1996-04-02,male,Services,83485,2016-04-21,2018-08-08,,Hybrid,28,Valdemar_Li.H@genericcompany.com
18-1638708,Lynnelle,Kondratyuk,1971-09-02,male,Accounting,127259,2005-05-14,2013-04-17,,Hybrid,53,Lynnelle_Ko.H@genericcompany.com
18-1834274,Patrizia,Rawlence,1998-03-22,female,Accounting,148569,2011-04-01,2017-05-09,,Hybrid,26,Patrizia_Ra.H@genericcompany.com
18-1910121,Shea,Dillaway,1984-07-22,female,Engineering,167532,2012-06-16,2016-12-28,,Hybrid,40,Shea_Di.H@genericcompany.com
18-2527367,Glen,Parlet,1978-01-20,male,Engineering,172374,2008-09-25,2009-09-24,,Remote,46,Glen_Pa.R@genericcompany.com
18-2583423,Harper,Rimbault,1969-06-29,female,Engineering,143782,2012-04-17,2024-03-23,,Hybrid,55,Harper_Ri.H@genericcompany.com
18-2705174,Charyl,Goudy,1985-03-12,male,Training,80011,2002-07-16,2009-06-03,,Hybrid,39,Charyl_Go.H@genericcompany.com
18-2863986,Adan,Kenwyn,1996-09-17,male,"Human Resources",125408,2006-11-21,2018-07-08,,Remote,28,Adan_Ke.R@genericcompany.com
18-3127889,Faydra,Matushevich,1996-12-29,male,"Human Resources",72917,2001-04-29,2001-11-30,,Hybrid,27,Faydra_Ma.H@genericcompany.com
18-3529031,Marlin,Dutton,1980-04-30,male,Engineering,70806,2003-08-14,2014-12-04,,Hybrid,44,Marlin_Du.H@genericcompany.com
18-5295425,Yale,Gerner,1991-01-10,female,Engineering,181583,2014-12-12,2019-05-18,,Remote,33,Yale_Ge.R@genericcompany.com
18-6128237,Bettina,Addams,1966-10-27,female,Engineering,78452,2014-06-11,2023-06-04,,Hybrid,57,Bettina_Ad.H@genericcompany.com
18-6676008,Robby,Cunniff,1969-01-26,female,Services,150055,2012-08-16,2013-04-17,,Hybrid,55,Robby_Cu.H@genericcompany.com
18-7313656,Dana,Mumbeson,1988-06-30,female,Support,102649,2001-04-08,2017-07-08,,Hybrid,36,Dana_Mu.H@genericcompany.com
18-7684489,Neala,Bendon,1972-03-11,female,Accounting,86146,2008-11-04,2009-08-01,,Hybrid,52,Neala_Be.H@genericcompany.com
18-8249350,Ivie,Moro,1999-05-30,female,Services,118480,2016-10-09,2018-05-18,,Remote,25,Ivie_Mo.R@genericcompany.com
18-8500439,Marilee,Bools,1986-10-29,male,Engineering,66037,2009-07-28,2011-06-25,,Hybrid,37,Marilee_Bo.H@genericcompany.com
19-0470500,Amberly,Pantling,1995-03-19,male,Training,167564,2014-11-29,2022-07-22,,Remote,29,Amberly_Pa.R@genericcompany.com
19-0758455,Donni,Stoyle,2001-12-15,female,Support,73376,2002-04-20,2011-08-21,,Hybrid,22,Donni_St.H@genericcompany.com
19-1011134,Darrell,Aleksic,1980-08-31,male,Services,149288,2018-01-12,2022-12-31,,Hybrid,44,Darrell_Al.H@genericcompany.com
19-1156435,Sib,O'Kinneally,2002-06-06,male,Engineering,127912,2002-12-23,2016-09-12,,Remote,22,Sib_O'.R@genericcompany.com
19-1830418,Judon,Jakobssen,1972-11-21,male,Engineering,106469,2008-09-10,2011-07-29,,Remote,51,Judon_Ja.R@genericcompany.com
19-2036111,Cairistiona,Rowat,2002-01-26,female,Engineering,162328,2008-03-31,2022-11-26,,Hybrid,22,Cairistiona_Ro.H@genericcompany.com
19-2228911,Vanna,Wardlaw,2002-04-02,male,Marketing,125188,2003-03-17,2003-11-04,,Hybrid,22,Vanna_Wa.H@genericcompany.com
19-2827478,Levin,Jozwiak,1984-08-26,female,Engineering,74409,2000-10-29,2012-08-30,,Hybrid,40,Levin_Jo.H@genericcompany.com
19-3012416,Janie,Overlow,1998-07-04,female,"Research and Development",144833,2018-04-26,2023-05-30,,Hybrid,26,Janie_Ov.H@genericcompany.com
19-3575211,Goober,Raden,1971-09-03,male,"Business Development",169990,2003-07-12,2016-04-11,,Remote,53,Goober_Ra.R@genericcompany.com
19-3595814,Felita,Orehead,2001-04-17,male,Accounting,103445,2009-07-02,2018-01-13,,Hybrid,23,Felita_Or.H@genericcompany.com
19-3990815,Gay,Henriet,1979-02-21,male,"Research and Development",111104,2001-12-01,2013-03-24,,Hybrid,45,Gay_He.H@genericcompany.com
19-4364299,Celisse,Cogdon,1993-12-27,male,Accounting,87924,2010-09-13,2016-11-09,,Hybrid,30,Celisse_Co.H@genericcompany.com
19-4676248,Deva,Boyd,2002-05-21,female,Engineering,172675,2009-07-21,2022-07-05,,Hybrid,22,Deva_Bo.H@genericcompany.com
19-5173660,Phylis,Harsnep,1980-04-21,male,Training,168395,2004-11-08,2018-09-03,,Remote,44,Phylis_Ha.R@genericcompany.com
19-5931279,Pablo,Appleby,1985-03-13,male,"Human Resources",113399,2007-11-01,2011-08-26,,Hybrid,39,Pablo_Ap.H@genericcompany.com
19-6003102,Didi,Maier,1994-12-12,male,Sales,140138,2018-11-20,2024-09-17,,Hybrid,29,Didi_Ma.H@genericcompany.com
19-6009249,Morey,Devanney,1972-06-16,female,Support,95951,2012-05-16,2015-05-21,,Remote,52,Morey_De.R@genericcompany.com
19-6237092,Luz,Waberer,1972-12-01,male,"Business Development",109606,2012-06-20,2020-10-02,,Remote,51,Luz_Wa.R@genericcompany.com
19-7020823,Elvis,Treamayne,1999-04-07,male,"Human Resources",145841,2013-02-26,2022-09-28,,Hybrid,25,Elvis_Tr.H@genericcompany.com
19-7512351,Tirrell,Champagne,1995-05-15,female,Sales,137111,2007-05-25,2023-07-28,,Remote,29,Tirrell_Ch.R@genericcompany.com
19-8308072,Oliy,Biddell,1979-05-09,female,"Human Resources",70956,2002-03-25,2019-09-14,,Remote,45,Oliy_Bi.R@genericcompany.com
19-8364474,Vladamir,Rennick,1994-11-27,male,Engineering,153419,2002-03-17,2015-04-14,,Hybrid,29,Vladamir_Re.H@genericcompany.com
19-8689130,Winfred,Walrond,1965-11-18,female,"Human Resources",130857,2016-12-09,2021-07-21,,Remote,58,Winfred_Wa.R@genericcompany.com
19-9144838,Jobi,Hame,1974-09-30,female,Engineering,151480,2009-02-27,2011-10-11,,Hybrid,49,Jobi_Ha.H@genericcompany.com
19-9306955,Brandais,Wilsdon,1981-11-06,female,Engineering,131112,2009-08-06,2011-02-01,,Hybrid,42,Brandais_Wi.H@genericcompany.com
19-9408199,Elli,Pesticcio,1972-09-03,male,Accounting,180772,2000-10-30,2013-04-11,,Remote,52,Elli_Pe.R@genericcompany.com
20-0011833,Riley,Soppit,1988-08-02,male,"Business Development",154458,2002-08-04,2016-12-01,,Remote,36,Riley_So.R@genericcompany.com
20-0706376,Megen,Allwright,1973-05-11,female,"Business Development",137161,2006-03-05,2010-07-03,,Remote,51,Megen_Al.R@genericcompany.com
20-2310546,Clarinda,Klemz,1972-06-09,female,Support,136438,2008-10-28,2017-12-22,,Hybrid,52,Clarinda_Kl.H@genericcompany.com
20-2602427,Margie,MacDonnell,2001-12-17,female,Engineering,112264,2002-10-15,2014-06-26,,Hybrid,22,Margie_Ma.H@genericcompany.com
20-2849037,Steven,Kirkness,1992-08-06,male,Services,174464,2007-12-29,2024-07-18,,Hybrid,32,Steven_Ki.H@genericcompany.com
20-3613502,Perry,Fuke,1970-09-16,male,Services,169721,2015-08-28,2019-12-03,,Hybrid,54,Perry_Fu.H@genericcompany.com
20-4454543,Shelden,Micah,1981-05-11,male,Support,158639,2010-10-30,2011-10-07,,Remote,43,Shelden_Mi.R@genericcompany.com
20-4960863,Cammie,Fleote,1981-08-14,male,Services,127058,2006-02-10,2006-11-28,,Hybrid,43,Cammie_Fl.H@genericcompany.com
20-5014922,Clerc,Cauley,1966-06-03,female,"Research and Development",157265,2003-10-16,2016-01-04,,Remote,58,Clerc_Ca.R@genericcompany.com
20-5187508,Pammy,Bawdon,1970-11-01,female,Engineering,100994,2017-11-13,2022-01-14,,Remote,53,Pammy_Ba.R@genericcompany.com
20-5437516,Dionne,Matthius,1966-08-24,female,Training,129395,2001-06-23,2009-11-30,,Remote,58,Dionne_Ma.R@genericcompany.com
20-5586959,Amery,Misken,1973-05-15,male,Engineering,118282,2014-01-11,2022-03-03,,Remote,51,Amery_Mi.R@genericcompany.com
20-6201011,Dominga,Gillions,1991-10-03,male,"Human Resources",104616,2002-06-24,2004-11-16,,Remote,32,Dominga_Gi.R@genericcompany.com
20-7450254,Zechariah,Howroyd,1970-06-30,male,"Business Development",127367,2001-03-07,2006-07-24,,Remote,54,Zechariah_Ho.R@genericcompany.com
20-7581387,Rosemaria,Horsley,1987-12-16,male,Marketing,158030,2007-12-03,2020-07-17,,Remote,36,Rosemaria_Ho.R@genericcompany.com
20-7862953,Jeanine,Agus,1985-12-06,female,Training,66900,2004-05-20,2009-06-15,,Hybrid,38,Jeanine_Ag.H@genericcompany.com
20-7974529,Alysia,Enrrico,2001-08-17,female,Accounting,149559,2007-03-27,2012-07-15,,Hybrid,23,Alysia_En.H@genericcompany.com
20-8574947,Lorna,Lapsley,1979-08-31,male,"Product Management",89912,2005-06-14,2018-11-06,,Hybrid,45,Lorna_La.H@genericcompany.com
20-9579874,Elmer,Sirr,1972-05-30,male,"Human Resources",146426,2009-06-12,2020-11-28,,Remote,52,Elmer_Si.R@genericcompany.com
20-9946539,Orelia,Housbey,1981-03-21,female,Engineering,91293,2016-12-29,2018-01-11,,Hybrid,43,Orelia_Ho.H@genericcompany.com
